subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
chemistry,self-critique_chemistry,1,0.38223938223938225,0.6721311475409837,0.5294117647058822,0.527927431495416
chemistry,self-critique_chemistry,2,0.8305084745762712,0.5934959349593496,0.4696969696969697,0.6312337930775301
chemistry,self-critique_chemistry,3,0.5238095238095238,0.6153846153846154,0.609375,0.5828563797313797
chemistry,self-critique_chemistry,4,0.5294117647058824,0.6837944664031621,0.6680497925311204,0.6270853412133882
chemistry,self-critique_chemistry,5,0.607843137254902,0.6875,0.5850622406639004,0.6268017926396009
chemistry,self-critique_chemistry,6,0.8461538461538461,0.5901639344262295,0.5121951219512195,0.649504300843765
chemistry,self-critique_chemistry,7,0.34272300469483563,0.8297872340425532,0.4666666666666667,0.5463923018013519
chemistry,self-critique_chemistry,8,0.815668202764977,0.7285067873303168,0.7156398104265402,0.7532716001739447
chemistry,self-critique_chemistry,9,1.0,0.6330275229357798,0.6330275229357798,0.7553516819571865
chemistry,self-critique_chemistry,10,0.9196787148594378,0.9203187250996016,0.9183673469387755,0.9194549289659383
chemistry,self-critique_chemistry,11,0.7510373443983402,0.3832599118942732,0.3548387096774194,0.4963786553233443
chemistry,self-critique_chemistry,12,0.8297872340425532,0.7478991596638656,0.7391304347826086,0.7722722761630091
chemistry,self-critique_chemistry,13,0.4871794871794871,0.4782608695652174,0.5726495726495726,0.5126966431314257
chemistry,self-critique_chemistry,14,0.8333333333333334,0.75,0.7560975609756098,0.7798102981029812
chemistry,self-critique_chemistry,15,0.5901639344262295,0.6124031007751938,0.5238095238095238,0.575458853003649
chemistry,self-critique_chemistry,16,0.5780590717299579,0.9107142857142857,0.5867768595041323,0.6918500723161253
chemistry,self-critique_chemistry,17,0.76,0.8387096774193549,0.7435897435897436,0.7807664736696994
chemistry,self-critique_chemistry,18,0.4736842105263158,0.7489539748953975,0.51417004048583,0.5789360753025145
chemistry,self-critique_chemistry,19,0.5555555555555556,0.7468354430379747,0.33333333333333337,0.5452414439756211
chemistry,self-critique_chemistry,20,0.8333333333333334,0.7321428571428572,0.7520661157024793,0.7725141020595566
